Title,original_title,budget,original_language,homepage,overview,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
La Mami,La Mami,0,es,http://gadeafilms.com/la-mami,"One of the rooms inside the legendary Barba Azul Cabaret has become a shelter for the girls working there: the women's bathroom. Every night La Mami, who's in charge of the bathrooms, offers them the warmth and the advice they need to take on the challenge they face in the dance hall.",82,0,2020-01-27,6.2,4,Documentary,Español,"Mexico, Spain",https://www.nytimes.com/2022/04/07/movies/la-mami-review-tough-love.html,This documentary about the den mother of dancers at a Mexico City cabaret is vérité at its best.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bars and Nightclubs', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Mexico City (Mexico)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Mexico', 'rank': 8, 'major': 'N'}, {'name': 'creative_works', 'value': 'La Mami (Movie)', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Garvin, Laura Herrero', 'rank': 10, 'major': 'N'}]",2022-04-07T11:00:04+0000,278.0,‘La Mami’ Review: Tough Love,Critic’s Pick,,La Mami,,,,By Beandrea July,"[{'firstname': 'Beandrea', 'middlename': None, 'lastname': 'July', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love After Love,第一炉香,0,zh,,"The film tells the story of a young girl who travels from Shanghai to Hong Kong in pursuit of education, but ends up working for her aunt seducing rich and powerful men.",144,0,2021-10-22,5.6,25,Drama,普通话,China,https://www.nytimes.com/2022/03/17/movies/love-after-love-review.html,Ann Hui’s World War II-era film is lovely to look at but lacks emotional depth and resonance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'MUBI Inc', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hui, Ann', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Peng, Eddie (1982- )', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Hong Kong', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love After Love (Movie)', 'rank': 6, 'major': 'N'}]",2022-03-17T11:00:12+0000,292.0,‘Love After Love’ Review: Elegance Without a Center,,,Love After Love,,,,By Claire Shaffer,"[{'firstname': 'Claire', 'middlename': None, 'lastname': 'Shaffer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Deep Water,Deep Water,49000000,en,https://www.hulu.com/movie/deep-water-2c4ae82e-2c1b-41d5-a651-82189d1c8b2c,"Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.",116,0,2022-03-18,5.79,1261,"Drama, Mystery, Thriller",English,United States of America,https://www.nytimes.com/2022/03/17/movies/deep-water-review.html,An unhappy husband raises suspicions when his wife’s lovers begin to disappear.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Deep Water (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Affleck, Ben', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lyne, Adrian', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'de Armas, Ana', 'rank': 5, 'major': 'N'}]",2022-03-17T11:00:05+0000,534.0,‘Deep Water’ Review: Love and Loathing in New Orleans,,,A Non-Erotic Non-Thriller,,,,By Jeannette Catsoulis,"[{'firstname': 'Jeannette', 'middlename': None, 'lastname': 'Catsoulis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Lucy and Desi,Lucy and Desi,0,en,https://www.amazon.com/dp/B09QG6H8D9,Explore the unlikely partnership and enduring legacy of one of the most prolific power couples in entertainment history. Lucille Ball and Desi Arnaz risked everything to be together.,102,0,2022-01-21,7.1,37,Documentary,English,United States of America,https://www.nytimes.com/2022/03/03/movies/lucy-and-desi-review.html,"This documentary, directed by Amy Poehler and about the dynamic duo behind “I Love Lucy,” favors the good times over the difficult ones.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ball, Lucille', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ARNAZ, DESI', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Poehler, Amy', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Lucy and Desi (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 8, 'major': 'N'}]",2022-03-03T16:06:54+0000,279.0,‘Lucy and Desi’ Review: Love in the Time of Television,,,Lucy and Desi,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Cyrano,Cyrano,20000000,en,https://www.unitedartistsreleasing.com/cyrano/synopsis/,"A man ahead of his time, Cyrano de Bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. But, convinced that his appearance renders him unworthy of the love of a devoted friend, the luminous Roxanne, Cyrano has yet to declare his feelings for her—and Roxanne has fallen in love, at first sight, with Christian.",124,3000000,2021-12-17,6.424,269,"Drama, Romance",English,"Canada, United Kingdom, United States of America",https://www.nytimes.com/2022/02/23/movies/cyrano-review.html,Peter Dinklage wields pen and sword in a musical adaptation of the durable French romance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cyrano (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Wright, Joe', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dinklage, Peter', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Bennett, Haley', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Harrison, Kelvin Jr', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Berninger, Matt', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Besser, Carin', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Dessner, Aaron', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Schmidt, Erica (1975- )', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'National, The (Music Group)', 'rank': 11, 'major': 'N'}]",2022-02-24T00:36:54+0000,845.0,‘Cyrano’ Review: Who Wrote the Book of Love?,,,Who Gets to Write the Book of Love?,,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The In Between,The In Between,0,en,https://www.netflix.com/title/81447264,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.",116,0,2022-02-11,7.363,677,"Romance, Science Fiction, Drama",English,United States of America,https://www.nytimes.com/2022/02/11/movies/the-in-between-review.html,A teenage girl thinks that her dead boyfriend’s spirit is reaching out from the Great Beyond.,The New York Times,"[{'name': 'persons', 'value': 'King, Joey', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Allen, Kyle (1994- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Posin, Arie', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'The In Between (Movie)', 'rank': 5, 'major': 'N'}]",2022-02-11T08:00:06+0000,285.0,‘The In Between’ Review: Love Never Dies,,,The In Between,,,,By Lena Wilson,"[{'firstname': 'Lena', 'middlename': None, 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Book of Love,Book of Love,0,en,,"Henry, an English writer who has written a new book that has become a failure in the U.K, gets notified that the dull book has been highly trending over in Mexico. Little does he know that Maria, a Spanish translator, turned the book into an erotic novel. Henry and Maria then swerve around Mexico to do a book tour and go through a wind of events.",106,398876,2022-01-06,5.6,116,"Comedy, Romance, Drama","English, Español, Português","Mexico, United Kingdom, United States of America",https://www.nytimes.com/2022/02/04/movies/book-of-love-review.html,"Unbeknown to the author of an uninspired romance novel, the book takes a sharp turn into erotic territory in its Spanish-language release.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Claflin, Sam', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cal y Mayor, Analeine', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Book of Love (Movie)', 'rank': 4, 'major': 'N'}]",2022-02-04T05:01:04+0000,269.0,‘Book of Love’ Review: Lust (Eventually) in Translation,,,Book of Love,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Lingui: The Sacred Bonds,Lingui : les liens sacrés,0,fr,,"On the outskirts of the capital of Chad, determined single mother Amina works tirelessly to provide for herself and her 15-year old daughter Maria. When Amina discovers Maria is pregnant and does not want a child, the two women begin to seek out an abortion, condemned by both religion and law. In the process, mother and daughter forge a connection stronger than any they’ve ever known.",88,0,2021-12-08,6.7,30,Drama,"العربية, Français","Germany, Belgium, Chad, France",,,,,,,,,,,,,,,,
The Pink Cloud,A Nuvem Rosa,0,pt,,"Giovana and Yago are strangers who share a spark after meeting at a party. When a deadly cloud mysteriously takes over their city, they are forced to seek shelter with only each other for company. As months pass and the planet settles into an extended quarantine, their world shrinks, and they are forced to come to terms with an accelerated timeline for their relationship. With all their other interactions governed by screens, and with the strain of isolation setting in, Giovana and Yago struggle to reinvent themselves and reconcile the differences that threaten to tear them apart.",105,0,2021-04-01,6.0,30,"Drama, Science Fiction",Português,Brazil,https://www.nytimes.com/2022/01/13/movies/the-pink-cloud-review.html,Iuli Gerbase’s first feature film reflects a funhouse-mirror image of our present lives.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Pink Cloud (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Gerbase, Iuli', 'rank': 3, 'major': 'N'}]",2022-01-13T12:00:05+0000,316.0,‘The Pink Cloud’ Review: Love in Lockdown,,,The Pink Cloud,,,,By Claire Shaffer,"[{'firstname': 'Claire', 'middlename': None, 'lastname': 'Shaffer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
A Journal for Jordan,A Journal for Jordan,25000000,en,https://www.sonypictures.com/movies/ajournalforjordan,"Based on the true story of First Sergeant Charles Monroe King, a soldier deployed to Iraq begins to keep a journal of love and advice for his infant son. Back at home, senior New York Times editor Dana Canedy revisits the story of her unlikely, life-altering relationship with King and his enduring devotion to her and their child.",131,6700000,2021-12-22,7.0,104,"Drama, Romance",English,"Canada, United States of America",https://www.nytimes.com/2021/12/23/movies/a-journal-for-jordan-review.html,The actors Michael B. Jordan and Chanté Adams bring a compelling chemistry to the screen as opposites who fall for each other.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Journal for Jordan (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Washington, Denzel', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Jordan, Michael B', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Adams, Chante', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Journal for Jordan: A Story of Love and Honor (Book)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Canedy, Dana', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 10, 'major': 'N'}]",2021-12-23T18:54:12+0000,505.0,‘A Journal for Jordan’ Review: Reflections on Love Built and Lost,,,Reflections on Love That’s Built and Lost,,,,By Lisa Kennedy,"[{'firstname': 'Lisa', 'middlename': None, 'lastname': 'Kennedy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
West Side Story,West Side Story,100000000,en,https://www.20thcenturystudios.com/movies/west-side-story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",156,74500000,2021-12-08,7.011,1460,"Drama, Romance, Crime","English, Español",United States of America,https://www.nytimes.com/2021/12/08/movies/west-side-story-review.html,"Steven Spielberg rediscovers the breathing, troubling essence of a classic, building a bold and current screen musical with no pretense to perfection.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Alvarez, David (1994- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bernstein, Leonard', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'DeBose, Ariana', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Kushner, Tony', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Laurents, Arthur', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Peck, Justin', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Robbins, Jerome', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Sondheim, Stephen', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Spielberg, Steven', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Tesori, Jeanine', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 13, 'major': 'N'}, {'name': 'creative_works', 'value': 'West Side Story (2021) (Movie)', 'rank': 14, 'major': 'N'}]",2021-12-08T14:55:30+0000,1316.0,"‘West Side Story’ Review: In Love and War, 1957 Might Be Tonight",Critic’s Pick,,"Meeting a Girl Named Maria, Again",,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Love, Divided",Pared con pared,0,es,,"She’s a young pianist preparing for an audition. He is a games inventor who can only concentrate in complete silence. Separated by only a paper-thin wall in conjoined apartments, will they learn to live in harmony with one another? Will romance blossom through the wall?",98,0,2024-04-12,6.723,92,"Romance, Comedy",Español,Spain,,,,,,,,,,,,,,,,
Love Hard,Love Hard,0,en,https://www.netflix.com/title/81086631,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",105,0,2021-11-05,6.949,1420,"Comedy, Romance",English,United States of America,https://www.nytimes.com/2021/11/05/movies/love-hard-review.html,"When a perennially single journalist travels across the country to meet her dream guy, she finds she’s been catfished.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Hard (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Jimenez, Hernan', 'rank': 3, 'major': 'N'}]",2021-11-05T07:01:03+0000,343.0,"‘Love Hard’ Review: Seeking Connection, Not Perfection",,,Love Hard,,,,By Concepción de León,"[{'firstname': 'Concepción', 'middlename': None, 'lastname': 'de León', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
